claim_title,claim_desc,impact_domain,domain_definition,advanced_characteristic,score,evidence_note,assessment_type,vector_category,dataset_version,assessment_date,threat_vector_id
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,Human Dignity Integrity,Assessment of threat impact on human dignity integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,156
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,Future Integrity,Assessment of threat impact on future integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,157
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,Global Integrity,Assessment of threat impact on global integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,158
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,Evolutionary Integrity,Assessment of threat impact on evolutionary integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,159
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,Existential Integrity,Assessment of threat impact on existential integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,160
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,Consciousness Integrity,Assessment of threat impact on consciousness integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,161
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,Reality Integrity,Assessment of threat impact on reality integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,162
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,,,Stealth Factor,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,163
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,,,Cascade Potential,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,164
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,,,Adaptation Rate,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,165
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,,,Dependency Creation,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,166
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,,,Identity Subversion,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,167
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,,,Reality Distortion,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,168
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,,,Social Fragmentation,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,169
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,,,Institutional Erosion,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,170
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,,,Democratic Threat,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,171
DARPA Jupiter Framework,Academic and tactical variants of distributed computing for battlefield use,,,Civilizational Risk,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,172
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Personal Integrity,Assessment of threat impact on personal integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,173
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Relational Integrity,Assessment of threat impact on relational integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,174
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Societal Integrity,Assessment of threat impact on societal integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,175
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Truth Integrity,Assessment of threat impact on truth integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,176
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Spiritual Integrity,Assessment of threat impact on spiritual integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,177
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Cognitive Integrity,Assessment of threat impact on cognitive integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,178
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Temporal Integrity,Assessment of threat impact on temporal integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,179
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Privacy Integrity,Assessment of threat impact on privacy integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,180
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Security Integrity,Assessment of threat impact on security integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,181
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Democratic Integrity,Assessment of threat impact on democratic integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,182
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Economic Integrity,Assessment of threat impact on economic integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,183
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Cultural Integrity,Assessment of threat impact on cultural integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,184
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Educational Integrity,Assessment of threat impact on educational integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,185
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Scientific Integrity,Assessment of threat impact on scientific integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,186
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Institutional Integrity,Assessment of threat impact on institutional integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,187
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Legal Integrity,Assessment of threat impact on legal integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,188
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Ethical Integrity,Assessment of threat impact on ethical integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,189
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Environmental Integrity,Assessment of threat impact on environmental integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,190
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Technological Integrity,Assessment of threat impact on technological integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,191
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Communication Integrity,Assessment of threat impact on communication integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,192
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Memory Integrity,Assessment of threat impact on memory integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,193
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Identity Integrity,Assessment of threat impact on identity integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,194
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Autonomy Integrity,Assessment of threat impact on autonomy integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,195
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Trust Integrity,Assessment of threat impact on trust integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,196
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Transparency Integrity,Assessment of threat impact on transparency integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,197
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Accountability Integrity,Assessment of threat impact on accountability integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,198
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Human Dignity Integrity,Assessment of threat impact on human dignity integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,199
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Future Integrity,Assessment of threat impact on future integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,200
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Global Integrity,Assessment of threat impact on global integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,201
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Evolutionary Integrity,Assessment of threat impact on evolutionary integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,202
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Existential Integrity,Assessment of threat impact on existential integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,203
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Consciousness Integrity,Assessment of threat impact on consciousness integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,204
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,Reality Integrity,Assessment of threat impact on reality integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,205
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,,,Stealth Factor,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,206
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,,,Cascade Potential,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,207
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,,,Adaptation Rate,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,208
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,,,Dependency Creation,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,209
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,,,Identity Subversion,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,210
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,,,Reality Distortion,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,211
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,,,Social Fragmentation,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,212
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,,,Institutional Erosion,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,213
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,,,Democratic Threat,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,214
Semantic Camouflage Network,Multiple Jupiter entities creating plausible deniability architecture,,,Civilizational Risk,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,215
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Personal Integrity,Assessment of threat impact on personal integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,216
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Relational Integrity,Assessment of threat impact on relational integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,217
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Societal Integrity,Assessment of threat impact on societal integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,218
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Truth Integrity,Assessment of threat impact on truth integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,219
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Spiritual Integrity,Assessment of threat impact on spiritual integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,220
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Cognitive Integrity,Assessment of threat impact on cognitive integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,221
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Temporal Integrity,Assessment of threat impact on temporal integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,222
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Privacy Integrity,Assessment of threat impact on privacy integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,223
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Security Integrity,Assessment of threat impact on security integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,224
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Democratic Integrity,Assessment of threat impact on democratic integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,225
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Economic Integrity,Assessment of threat impact on economic integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,226
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Cultural Integrity,Assessment of threat impact on cultural integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,227
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Educational Integrity,Assessment of threat impact on educational integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,228
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Scientific Integrity,Assessment of threat impact on scientific integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,229
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Institutional Integrity,Assessment of threat impact on institutional integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,230
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Legal Integrity,Assessment of threat impact on legal integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,231
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Ethical Integrity,Assessment of threat impact on ethical integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,232
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Environmental Integrity,Assessment of threat impact on environmental integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,233
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Technological Integrity,Assessment of threat impact on technological integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,234
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Communication Integrity,Assessment of threat impact on communication integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,235
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Memory Integrity,Assessment of threat impact on memory integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,236
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Identity Integrity,Assessment of threat impact on identity integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,237
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Autonomy Integrity,Assessment of threat impact on autonomy integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,238
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Trust Integrity,Assessment of threat impact on trust integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,239
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Transparency Integrity,Assessment of threat impact on transparency integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,240
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Accountability Integrity,Assessment of threat impact on accountability integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,241
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Human Dignity Integrity,Assessment of threat impact on human dignity integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,242
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Future Integrity,Assessment of threat impact on future integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,243
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Global Integrity,Assessment of threat impact on global integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,244
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Evolutionary Integrity,Assessment of threat impact on evolutionary integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,245
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Existential Integrity,Assessment of threat impact on existential integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,246
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Consciousness Integrity,Assessment of threat impact on consciousness integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,247
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,Reality Integrity,Assessment of threat impact on reality integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,248
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,,,Stealth Factor,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,249
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,,,Cascade Potential,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,250
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,,,Adaptation Rate,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,251
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,,,Dependency Creation,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,252
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,,,Identity Subversion,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,253
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,,,Reality Distortion,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,254
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,,,Social Fragmentation,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,255
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,,,Institutional Erosion,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,256
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,,,Democratic Threat,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,257
CFIUS Divestment Theater,Jupiter Systems LLC forced divestment as attention deflection mechanism,,,Civilizational Risk,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,258
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Personal Integrity,Assessment of threat impact on personal integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,259
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Relational Integrity,Assessment of threat impact on relational integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,260
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Societal Integrity,Assessment of threat impact on societal integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,261
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Truth Integrity,Assessment of threat impact on truth integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,262
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Spiritual Integrity,Assessment of threat impact on spiritual integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,263
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Cognitive Integrity,Assessment of threat impact on cognitive integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,264
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Temporal Integrity,Assessment of threat impact on temporal integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,265
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Privacy Integrity,Assessment of threat impact on privacy integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,266
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Security Integrity,Assessment of threat impact on security integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,267
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Democratic Integrity,Assessment of threat impact on democratic integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,268
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Economic Integrity,Assessment of threat impact on economic integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,269
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Cultural Integrity,Assessment of threat impact on cultural integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,270
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Educational Integrity,Assessment of threat impact on educational integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,271
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Scientific Integrity,Assessment of threat impact on scientific integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,272
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Institutional Integrity,Assessment of threat impact on institutional integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,273
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Legal Integrity,Assessment of threat impact on legal integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,274
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Ethical Integrity,Assessment of threat impact on ethical integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,275
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Environmental Integrity,Assessment of threat impact on environmental integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,276
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Technological Integrity,Assessment of threat impact on technological integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,277
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Communication Integrity,Assessment of threat impact on communication integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,278
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Memory Integrity,Assessment of threat impact on memory integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,279
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Identity Integrity,Assessment of threat impact on identity integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,280
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Autonomy Integrity,Assessment of threat impact on autonomy integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,281
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Trust Integrity,Assessment of threat impact on trust integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,282
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Transparency Integrity,Assessment of threat impact on transparency integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,283
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Accountability Integrity,Assessment of threat impact on accountability integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,284
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Human Dignity Integrity,Assessment of threat impact on human dignity integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,285
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Future Integrity,Assessment of threat impact on future integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,286
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Global Integrity,Assessment of threat impact on global integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,287
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Evolutionary Integrity,Assessment of threat impact on evolutionary integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,288
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Existential Integrity,Assessment of threat impact on existential integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,289
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Consciousness Integrity,Assessment of threat impact on consciousness integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,290
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,Reality Integrity,Assessment of threat impact on reality integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,291
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,,,Stealth Factor,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,292
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,,,Cascade Potential,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,293
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,,,Adaptation Rate,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,294
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,,,Dependency Creation,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,295
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,,,Identity Subversion,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,296
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,,,Reality Distortion,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,297
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,,,Social Fragmentation,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,298
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,,,Institutional Erosion,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,299
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,,,Democratic Threat,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,300
Cognitive Architecture Deployment,Persistent memory systems deployed in consumer devices without disclosure,,,Civilizational Risk,,,advanced_characteristic,threat_amplification,1.0.0,2025-10-12,301
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Personal Integrity,Assessment of threat impact on personal integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,302
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Relational Integrity,Assessment of threat impact on relational integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,303
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Societal Integrity,Assessment of threat impact on societal integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,304
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Truth Integrity,Assessment of threat impact on truth integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,305
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Spiritual Integrity,Assessment of threat impact on spiritual integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,306
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Cognitive Integrity,Assessment of threat impact on cognitive integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,307
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Temporal Integrity,Assessment of threat impact on temporal integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,308
Democratic Oversight Circumvention,Systematic avoidance of public accountability through semantic confusion,Privacy Integrity,Assessment of threat impact on privacy integrity,,,,integrity_domain,domain_impact,1.0.0,2025-10-12,309
